full_name,registered_year,engine_capacity [cc],insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power [hp],seats,mileage [kmkg],body_type,city,resale_price [USD]
Tata Indica,2014,1405,Third Party,Manual,110000.0,Second Owner,Diesel,70,5.0,22.47058823529412,Hatchback,Hyderabad,1920.0
Maruti Alto,2008,796,Third Party,Manual,70000.0,Third Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Hyderabad,900.0
Honda Amaze,2019,1498,Third Party,Automatic,20000.0,First Owner,Diesel,70,5.0,28.0,Sedan,Hyderabad,11100.0
Hyundai Xcent,2017,1197,Third Party,Manual,100000.0,Second Owner,Petrol,80,5.0,20.506666666666668,Sedan,Hyderabad,4560.0
Volkswagen Taigun,2021,999,Third Party,Automatic,10000.0,First Owner,Petrol,110,5.0,24.546666666666667,SUV,Hyderabad,20400.0
Skoda Superb,2011,1798,Third Party,Manual,70000.0,First Owner,Petrol,150,5.0,18.266666666666666,Sedan,Hyderabad,5400.0
Tata Nexon,2018,1198,Third Party,Automatic,50000.0,First Owner,Petrol,100,5.0,22.666666666666668,SUV,Hyderabad,10200.0
Hyundai Verna,2013,1582,Third Party,Manual,100000.0,Third Owner,Diesel,120,5.0,26.258823529411767,Sedan,Hyderabad,4440.0
Volkswagen Vento,2011,1598,Third Party,Manual,100000.0,Second Owner,Diesel,100,5.0,24.16470588235294,Sedan,Hyderabad,3600.0
Mahindra XUV300,2022,1197,Third Party,Manual,20000.0,First Owner,Petrol,100,5.0,22.426666666666666,SUV,Hyderabad,13128.0
Kia Seltos,2022,1353,Third Party,Manual,20000.0,First Owner,Petrol,130,5.0,22.0,SUV,Hyderabad,21000.0
Maruti Swift,2013,1248,Third Party,Manual,70000.0,First Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Hyderabad,5100.0
Jaguar XF,2011,2993,Third Party,Automatic,80000.0,Second Owner,Diesel,270,5.0,17.341176470588238,Sedan,Hyderabad,18000.0
Mahindra XUV500,2019,2179,Third Party,Manual,100000.0,First Owner,Diesel,150,7.0,17.764705882352942,SUV,Hyderabad,15600.0
Volkswagen Taigun,2021,999,Third Party,Automatic,10000.0,First Owner,Petrol,110,5.0,24.546666666666667,SUV,Hyderabad,21600.0
Maruti Ciaz,2022,1462,Third Party,Automatic,20000.0,First Owner,Petrol,100,5.0,26.72,Sedan,Hyderabad,15000.0
Maruti SX4,2010,1586,Third Party,Manual,90000.0,Second Owner,Petrol,100,5.0,20.666666666666668,Sedan,Hyderabad,1920.0
Mahindra Marazzo,2019,1497,Third Party,Manual,110000.0,Second Owner,Diesel,120,8.0,20.35294117647059,MUV,Hyderabad,10200.0
Honda BR-V,2019,1498,Third Party,Manual,110000.0,Second Owner,Diesel,90,7.0,25.76470588235294,SUV,Hyderabad,12239.999999999998
Mahindra Ssangyong,2015,2696,Third Party,Automatic,120000.0,Second Owner,Diesel,180,7.0,13.152941176470588,SUV,Hyderabad,9600.0
Hyundai Xcent,2016,1120,Third Party,Manual,120000.0,Third Owner,Diesel,70,5.0,28.705882352941174,Sedan,Hyderabad,4200.0
Maruti Swift,2012,1197,Third Party,Automatic,80000.0,Second Owner,Petrol,80,5.0,23.2,Sedan,Hyderabad,4800.0
Hyundai Grand,2022,1197,Third Party,Manual,10000.0,First Owner,Petrol,80,5.0,27.599999999999998,Hatchback,Hyderabad,8400.0
Hyundai Creta,2018,1582,Third Party,Manual,100000.0,First Owner,Diesel,120,5.0,23.14117647058824,SUV,Hyderabad,15600.0
Hyundai Creta,2019,1591,Third Party,Manual,40000.0,First Owner,Petrol,120,5.0,21.066666666666666,SUV,Hyderabad,15840.0
Honda City,2014,1498,Third Party,Manual,60000.0,First Owner,Diesel,90,5.0,29.529411764705884,Sedan,Hyderabad,6960.0
Hyundai i10,2011,1197,Third Party,Manual,90000.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Hyderabad,3000.0
Maruti Eeco,2022,1196,Third Party,Manual,20000.0,First Owner,Petrol,70,5.0,21.48,Minivans,Hyderabad,6600.0
Maruti Wagon,2020,1197,Third Party,Manual,30000.0,First Owner,Petrol,80,5.0,27.36,Hatchback,Hyderabad,7200.0
Tata Altroz,2022,1199,Third Party,Manual,20000.0,First Owner,Petrol,80,5.0,25.77333333333333,Hatchback,Hyderabad,10560.000000000002
Maruti Swift,2014,1248,Third Party,Manual,80000.0,Second Owner,Diesel,70,5.0,27.52941176470588,Sedan,Hyderabad,5880.000000000001
Honda WR-V,2022,1199,Third Party,Manual,20000.0,First Owner,Petrol,80,5.0,22.0,SUV,Hyderabad,12600.0
Chevrolet Cruze,2017,1998,Third Party,Manual,50000.0,First Owner,Diesel,160,5.0,21.058823529411764,Sedan,Hyderabad,8400.0
Ford Ecosport,2017,1498,Third Party,Manual,110000.0,First Owner,Diesel,90,5.0,26.788235294117648,SUV,Hyderabad,9000.0
Tata Altroz,2020,1497,Third Party,Manual,40000.0,First Owner,Diesel,80,5.0,27.811764705882354,Hatchback,Hyderabad,9480.0
Tata Indigo,2016,1396,Third Party,Manual,120000.0,Second Owner,Diesel,60,5.0,27.094117647058827,Sedan,Hyderabad,2759.9999999999995
Mahindra XUV500,2019,2179,Third Party,Automatic,80000.0,First Owner,Diesel,150,7.0,17.764705882352942,SUV,Hyderabad,18000.0
Honda BR-V,2016,1497,Third Party,Manual,40000.0,First Owner,Petrol,110,7.0,20.533333333333335,SUV,Hyderabad,12000.0
Chevrolet Spark,2010,995,Third Party,Manual,70000.0,Second Owner,Petrol,60,5.0,24.0,Hatchback,Hyderabad,1560.0
Honda City,2014,1497,Third Party,Automatic,120000.0,First Owner,Petrol,110,5.0,24.0,Sedan,Hyderabad,6540.0
Volvo S60,2018,1969,Third Party,Automatic,50000.0,First Owner,Diesel,190,5.0,31.8,Sedan,Hyderabad,26400.0
Volkswagen Jetta,2011,1896,Third Party,Manual,120000.0,Second Owner,Diesel,100,5.0,17.647058823529413,Sedan,Hyderabad,3900.0
Mahindra Quanto,2015,1493,Third Party,Manual,110000.0,Third Owner,Diesel,100,7.0,20.247058823529414,SUV,Hyderabad,3600.0
Hyundai Verna,2012,1582,Third Party,Manual,100000.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Hyderabad,4800.0
Honda City,2015,1498,Third Party,Manual,20000.0,Second Owner,Diesel,90,5.0,30.58823529411765,Sedan,Hyderabad,9000.0
Maruti Alto,2008,796,Third Party,Manual,10000.0,Second Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Hyderabad,1800.0
Hyundai i10,2010,1197,Third Party,Manual,110000.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Hyderabad,3000.0
BMW 7,2017,2993,Third Party,Automatic,50000.0,First Owner,Diesel,260,5.0,19.729411764705883,Sedan,Hyderabad,72000.0
MG Hector,2020,1956,Third Party,Manual,40000.0,Second Owner,Diesel,160,6.0,19.588235294117645,SUV,Hyderabad,20279.999999999996
BMW 3,2018,1995,Third Party,Automatic,60000.0,Second Owner,Diesel,180,5.0,25.6,Sedan,Hyderabad,33600.0
Maruti 800,2009,796,Third Party,Manual,40000.0,First Owner,Petrol,30,4.0,21.46666666666667,Hatchback,Hyderabad,780.0
Maruti Ciaz,2022,1462,Third Party,Automatic,30000.0,First Owner,Petrol,100,5.0,26.72,Sedan,Hyderabad,15600.0
Tata Indica,2013,1396,Third Party,Manual,120000.0,Second Owner,Diesel,50,5.0,21.03529411764706,Hatchback,Hyderabad,1560.0
Maruti Eeco,2021,1196,Third Party,Manual,60000.0,First Owner,CNG,60,5.0,20.88,Minivans,Hyderabad,6720.0
Datsun GO,2016,1198,Third Party,Manual,30000.0,First Owner,Petrol,60,5.0,27.506666666666664,Hatchback,Hyderabad,3000.0
Volkswagen Polo,2017,1199,Third Party,Manual,50000.0,First Owner,Petrol,70,5.0,21.599999999999998,Hatchback,Hyderabad,6900.0
Tata Tigor,2020,1199,Third Party,Automatic,10000.0,First Owner,Petrol,80,5.0,27.066666666666666,Sedan,Hyderabad,9000.0
Tata Altroz,2022,1199,Third Party,Manual,10000.0,First Owner,Petrol,80,5.0,25.77333333333333,Hatchback,Hyderabad,8880.0
Hyundai EON,2012,814,Third Party,Manual,110000.0,Second Owner,LPG,50,5.0,38.36363636363636,Hatchback,Hyderabad,2340.0
Tata Indica,2012,1405,Third Party,Manual,20000.0,Third Owner,Diesel,70,5.0,22.823529411764707,Hatchback,Hyderabad,1800.0
Maruti Swift,2014,1248,Third Party,Manual,120000.0,First Owner,Diesel,70,5.0,27.52941176470588,Sedan,Hyderabad,6600.0
Toyota Fortuner,2012,2982,Third Party,Manual,122000.0,Second Owner,Diesel,160,7.0,15.294117647058824,SUV,Hyderabad,18000.0
Kia Seltos,2020,1493,Third Party,Manual,50000.0,First Owner,Diesel,110,5.0,24.47058823529412,SUV,Hyderabad,13200.0
Maruti Swift,2008,1248,Third Party,Manual,120000.0,First Owner,Diesel,70,5.0,20.941176470588236,Hatchback,Hyderabad,2160.0
Tata New,2022,1956,Third Party,Automatic,10000.0,First Owner,Diesel,160,7.0,16.564705882352943,SUV,Hyderabad,28380.0
Renault Duster,2014,1598,Third Party,Manual,110000.0,Second Owner,Petrol,100,5.0,17.653333333333332,SUV,Hyderabad,5100.0
Volkswagen Polo,2012,1199,Third Party,Manual,100000.0,First Owner,Diesel,70,5.0,25.96470588235294,Hatchback,Hyderabad,4740.0
Hyundai Venue,2020,1493,Third Party,Manual,30000.0,First Owner,Diesel,90,5.0,27.88235294117647,SUV,Hyderabad,13800.0
Maruti Zen,2009,1061,Third Party,Manual,40000.0,Third Owner,Petrol,60,5.0,24.266666666666666,Hatchback,Hyderabad,1800.0
Volvo S60,2018,1969,Third Party,Automatic,50000.0,First Owner,Diesel,190,5.0,31.8,Sedan,Hyderabad,36000.0
Renault Triber,2022,999,Third Party,Automatic,20000.0,First Owner,Petrol,70,7.0,24.266666666666666,MUV,Hyderabad,10800.0
Tata Indigo,2016,1396,Third Party,Manual,120000.0,Second Owner,Diesel,60,5.0,27.094117647058827,Sedan,Hyderabad,3000.0
Maruti Swift,2007,1298,Third Party,Manual,120000.0,Second Owner,Petrol,80,5.0,21.46666666666667,Hatchback,Hyderabad,3600.0
Skoda Rapid,2014,1598,Third Party,Manual,110000.0,First Owner,Petrol,100,5.0,20.0,Sedan,Hyderabad,6000.0
Honda City,2022,1498,Third Party,Manual,10000.0,First Owner,Petrol,110,5.0,24.8,Sedan,Hyderabad,14400.0
Maruti Swift,2017,1197,Third Party,Manual,40000.0,Second Owner,Petrol,80,5.0,28.28,Hatchback,Hyderabad,6000.0
Maruti Swift,2021,1197,Third Party,Manual,30000.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Hyderabad,8400.0
Maruti Swift,2018,1197,Third Party,Manual,70000.0,Second Owner,Petrol,80,5.0,25.333333333333332,Sedan,Hyderabad,6000.0
Maruti Alto,2009,796,Third Party,Manual,70000.0,Second Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Hyderabad,1500.0
Renault Triber,2020,999,Third Party,Manual,50000.0,First Owner,Petrol,70,7.0,26.666666666666668,MUV,Hyderabad,9000.0
Renault KWID,2016,799,Third Party,Manual,60000.0,First Owner,Petrol,50,5.0,33.56,Hatchback,Hyderabad,3468.0
Renault Triber,2021,999,Third Party,Manual,30000.0,First Owner,Petrol,70,7.0,26.666666666666668,MUV,Hyderabad,7200.0
Maruti Swift,2015,1248,Not Available,Manual,112921.0,Third Owner,Diesel,70,5.0,29.647058823529413,Hatchback,Hyderabad,4800.0
Volkswagen Polo,2021,999,Not Available,Automatic,45416.0,First Owner,Petrol,100,5.0,21.959999999999997,Hatchback,Hyderabad,10800.0
Mahindra XUV500,2015,2179,Not Available,Manual,51757.0,First Owner,Diesel,140,7.0,18.823529411764707,SUV,Hyderabad,16800.0
Hyundai Venue,2019,998,Not Available,Manual,72253.0,First Owner,Petrol,110,5.0,24.36,SUV,Hyderabad,10800.0
Maruti Swift,2012,1248,Not Available,Manual,91543.0,Third Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Hyderabad,4200.0
Toyota Corolla,2009,1798,Not Available,Manual,83858.0,Third Owner,Petrol,130,5.0,19.37333333333333,Sedan,Hyderabad,3600.0
Hyundai Grand,2018,1197,Not Available,Manual,37371.0,Third Owner,Petrol,80,5.0,25.2,Hatchback,Hyderabad,5400.0
Maruti Vitara,2017,1248,Not Available,Manual,74320.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Hyderabad,9000.0
Hyundai Aura,2021,1197,Not Available,Manual,38370.0,First Owner,Petrol,80,5.0,27.333333333333332,Sedan,Hyderabad,7200.0
Maruti Ritz,2016,1248,Not Available,Manual,98076.0,Second Owner,Diesel,70,5.0,27.294117647058822,Hatchback,Hyderabad,3600.0
Maruti Baleno,2018,1197,Not Available,Manual,60053.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Hyderabad,7200.0
Renault KWID,2016,799,Not Available,Manual,52442.0,Third Owner,Petrol,50,5.0,33.56,Hatchback,Hyderabad,2688.0000000000005
Renault Duster,2014,1461,Not Available,Manual,90001.0,Second Owner,Diesel,100,5.0,22.364705882352943,SUV,Hyderabad,4572.0
Honda City,2020,1498,Not Available,Manual,11249.0,First Owner,Petrol,110,5.0,24.8,Sedan,Hyderabad,11412.0
Maruti Swift,2014,1197,Not Available,Manual,92299.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Hyderabad,5112.0
Hyundai i10,2011,1086,Not Available,Manual,49500.0,First Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Hyderabad,2940.0000000000005
Volkswagen Vento,2013,1598,Not Available,Manual,99929.0,Second Owner,Diesel,100,5.0,24.16470588235294,Sedan,Hyderabad,3780.0
Maruti Zen,2006,993,Third Party,Manual,103901.0,Second Owner,Petrol,60,5.0,23.066666666666666,Hatchback,Hyderabad,864.0
Maruti Celerio,2017,998,First,Manual,78131.0,First Owner,Petrol,60,5.0,30.8,Hatchback,Hyderabad,4860.0
Maruti Vitara,2021,1462,Not Available,Manual,45794.0,First Owner,Petrol,100,5.0,22.706666666666667,SUV,Hyderabad,9348.0
Tata New,2011,2179,Not Available,Manual,145580.0,First Owner,Diesel,130,7.0,16.388235294117646,SUV,Hyderabad,3552.0
Hyundai Xcent,2016,1197,Not Available,Automatic,73322.0,First Owner,Petrol,80,5.0,25.46666666666667,Sedan,Hyderabad,5400.0
Skoda Rapid,2019,1598,Not Available,Manual,48683.0,First Owner,Petrol,100,5.0,19.066666666666666,Sedan,Hyderabad,9960.000000000002
Honda City,2014,1498,Not Available,Manual,117189.0,First Owner,Diesel,90,5.0,29.529411764705884,Sedan,Hyderabad,6000.0
Ford Ecosport,2020,1496,Not Available,Manual,12727.0,First Owner,Petrol,120,5.0,21.2,SUV,Hyderabad,9839.999999999998
Chevrolet Spark,2009,995,Not Available,Manual,88046.0,Third Owner,Petrol,60,5.0,24.0,Hatchback,Hyderabad,600.0
Maruti SX4,2018,1248,Not Available,Manual,79464.0,First Owner,Diesel,80,5.0,29.529411764705884,SUV,Hyderabad,10200.0
Honda City,2022,1498,Not Available,Automatic,12992.0,First Owner,Petrol,110,5.0,24.400000000000002,Sedan,Hyderabad,16800.0
Tata Nexon,2022,1199,Not Available,Manual,19043.0,First Owner,Petrol,110,5.0,23.106666666666666,SUV,Hyderabad,10800.0
Maruti Alto,2014,998,Not Available,Manual,26262.0,First Owner,Petrol,60,5.0,31.933333333333334,Hatchback,Hyderabad,3132.0
Hyundai i20,2015,1396,Not Available,Manual,76531.0,First Owner,Diesel,80,5.0,26.517647058823528,Hatchback,Hyderabad,7200.0
Tata New,2014,2179,Not Available,Manual,67959.0,Second Owner,Diesel,130,7.0,13.611764705882354,SUV,Hyderabad,10788.0
Maruti Eeco,2020,1196,Not Available,Manual,22581.0,First Owner,Petrol,70,5.0,21.48,Minivans,Hyderabad,5400.0
Renault KWID,2020,999,Not Available,Manual,13663.0,First Owner,Petrol,60,5.0,30.680000000000003,Hatchback,Hyderabad,5400.0
Audi Q3,2019,1968,Not Available,Automatic,72472.0,First Owner,Diesel,180,5.0,17.847058823529412,SUV,Hyderabad,30000.0
Honda Amaze,2013,1498,Not Available,Manual,85411.0,First Owner,Diesel,90,5.0,30.35294117647059,Sedan,Hyderabad,4524.0
Hyundai i20,2016,1197,Not Available,Manual,20568.0,First Owner,Petrol,80,5.0,22.92,Hatchback,Hyderabad,7800.0
Hyundai Grand,2018,1197,Not Available,Automatic,59049.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Hyderabad,7200.0
Tata Indica,2013,1405,Not Available,Manual,153690.0,First Owner,Diesel,70,5.0,22.823529411764707,Hatchback,Hyderabad,2244.0
Maruti Swift,2014,1248,Not Available,Manual,73471.0,First Owner,Diesel,70,5.0,27.52941176470588,Sedan,Hyderabad,5964.0
Hyundai i10,2008,1086,Not Available,Manual,82785.0,Second Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Hyderabad,2100.0
Honda Amaze,2016,1498,Not Available,Manual,107553.0,First Owner,Diesel,90,5.0,32.23529411764706,Sedan,Hyderabad,5400.0
Maruti Vitara,2019,1248,Not Available,Manual,47702.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Hyderabad,11160.000000000002
Tata Tigor,2020,1199,Not Available,Manual,24205.0,Second Owner,Petrol,80,5.0,27.066666666666666,Sedan,Hyderabad,5400.0
Maruti Zen,2012,998,Not Available,Manual,105503.0,Second Owner,CNG,60,5.0,26.3,Hatchback,Hyderabad,2580.0
Tata Indica,2009,1405,Not Available,Manual,206251.0,Second Owner,Diesel,50,5.0,21.03529411764706,Hatchback,Hyderabad,941.604
Hyundai i10,2009,1197,Not Available,Manual,78789.0,First Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Hyderabad,2400.0
Honda Amaze,2013,1498,Not Available,Manual,45134.0,First Owner,Diesel,90,5.0,30.35294117647059,Sedan,Hyderabad,4800.0
Hyundai Xcent,2015,1120,Not Available,Manual,80684.0,First Owner,Diesel,70,5.0,28.705882352941174,Sedan,Hyderabad,5400.0
Audi A4,2015,1968,Not Available,Automatic,67935.0,Second Owner,Diesel,140,5.0,19.47058823529412,Sedan,Hyderabad,16800.0
Audi A4,2016,1968,Not Available,Automatic,51440.0,First Owner,Diesel,140,5.0,19.47058823529412,Sedan,Hyderabad,21600.0
Maruti Vitara,2020,1248,Not Available,Automatic,52005.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Hyderabad,12000.0
Volkswagen Jetta,2013,1968,Not Available,Automatic,137897.0,Third Owner,Diesel,130,5.0,19.95294117647059,Sedan,Hyderabad,7440.0
Mahindra XUV500,2018,2179,Not Available,Manual,26492.0,Second Owner,Diesel,150,7.0,17.764705882352942,SUV,Hyderabad,14400.0
Skoda Slavia,2022,999,Not Available,Automatic,33349.0,First Owner,Petrol,110,5.0,24.093333333333334,Sedan,Hyderabad,16320.0
Maruti Baleno,2017,1248,First,Manual,70065.0,First Owner,Diesel,70,5.0,32.22352941176471,Hatchback,Hyderabad,8400.0
Tata Tigor,2021,1199,Not Available,Automatic,31453.0,First Owner,Petrol,80,5.0,26.133333333333336,Sedan,Hyderabad,7200.0
BMW X1,2011,1995,Third Party,Automatic,95000.0,First Owner,Diesel,180,5.0,20.058823529411764,SUV,Hyderabad,13200.0
Hyundai i10,2008,1197,Third Party,Manual,46000.0,First Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Hyderabad,3000.0
Hyundai Elantra,2017,1582,Third Party,Automatic,69931.0,Second Owner,Diesel,120,5.0,21.447058823529414,Sedan,Hyderabad,12840.0
Tata Tiago,2016,1199,Third Party,Manual,24735.0,First Owner,Petrol,80,5.0,31.786666666666665,Hatchback,Hyderabad,5028.000000000001
Volvo XC,2017,1969,Third Party,Automatic,152000.0,First Owner,Diesel,230,7.0,20.235294117647058,SUV,Hyderabad,54600.0
Volkswagen Jetta,2017,1390,Third Party,Manual,16726.0,First Owner,Petrol,120,5.0,19.586666666666666,Sedan,Hyderabad,14544.0
Maruti Ciaz,2018,1462,Third Party,Automatic,48352.0,Second Owner,Petrol,100,5.0,27.040000000000003,Sedan,Hyderabad,8892.0
Hyundai Creta,2017,1582,Third Party,Manual,113974.0,First Owner,Diesel,120,5.0,23.14117647058824,SUV,Hyderabad,12192.0
Maruti Alto,2012,998,Third Party,Manual,46855.0,First Owner,Petrol,60,5.0,27.893333333333334,Hatchback,Hyderabad,2796.0
Hyundai i10,2013,1197,Third Party,Manual,56979.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Hyderabad,4176.0
Hyundai i20,2021,998,Third Party,Manual,44981.0,First Owner,Petrol,110,5.0,26.666666666666668,Hatchback,Hyderabad,11280.0
Maruti Brezza,2022,1462,Third Party,Manual,18030.0,First Owner,Petrol,100,5.0,26.52,SUV,Hyderabad,15024.0
MG Hector,2021,1451,Third Party,Manual,2486.0,First Owner,Petrol,140,5.0,21.080000000000002,SUV,Hyderabad,18972.0
Tata Tigor,2021,1199,First,Manual,70380.0,First Owner,Petrol,80,5.0,25.706666666666667,Sedan,Hyderabad,8724.0
Maruti Wagon,2012,998,First,Manual,42137.0,Second Owner,Petrol,60,5.0,25.2,Hatchback,Hyderabad,3900.0
Mahindra XUV500,2018,2179,Third Party,Manual,109557.0,First Owner,Diesel,140,7.0,18.823529411764707,SUV,Hyderabad,9720.0
Maruti Alto,2015,998,Third Party,Automatic,51194.0,Second Owner,Petrol,60,5.0,31.933333333333334,Hatchback,Hyderabad,3672.0
Hyundai i20,2017,1197,Third Party,Manual,39156.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Hyderabad,8160.0
Hyundai EON,2013,814,Third Party,Manual,66000.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Hyderabad,2928.0
Honda Amaze,2018,1199,First,Manual,35849.0,First Owner,Petrol,80,5.0,26.0,Sedan,Hyderabad,8640.0
Mahindra XUV300,2020,1497,Third Party,Manual,63000.0,First Owner,Diesel,110,5.0,23.529411764705884,SUV,Hyderabad,13680.0
Hyundai Grand,2014,1120,First,Manual,77598.0,First Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Hyderabad,5580.000000000001
Maruti Alto,2012,796,First,Manual,165697.0,First Owner,Petrol,40,5.0,26.266666666666666,Hatchback,Hyderabad,2220.0
BMW 1,2014,1995,Third Party,Automatic,75000.0,First Owner,Diesel,140,5.0,24.211764705882352,Hatchback,Hyderabad,21587.999999999996
Skoda Octavia,2019,1798,Third Party,Automatic,48000.0,First Owner,Petrol,170,5.0,20.133333333333333,Sedan,Hyderabad,25800.0
MG Hector,2020,1956,Third Party,Manual,29000.0,First Owner,Diesel,160,5.0,20.482352941176472,SUV,Hyderabad,19800.0
Maruti Ignis,2020,1197,Third Party,Automatic,22000.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Hyderabad,8700.0
Maruti Swift,2013,1248,First,Manual,115219.0,First Owner,Diesel,70,5.0,22.705882352941178,Sedan,Hyderabad,5340.0
Audi A6,2016,1968,Third Party,Automatic,45000.0,First Owner,Diesel,180,5.0,21.8,Sedan,Hyderabad,32388.0
BMW 5,2017,1995,Third Party,Automatic,10700.0,First Owner,Diesel,190,5.0,21.317647058823532,Sedan,Hyderabad,57000.0
Audi A4,2011,1968,Third Party,Automatic,93000.0,First Owner,Diesel,140,5.0,19.47058823529412,Sedan,Hyderabad,14388.0
Maruti S-Presso,2020,998,Third Party,Automatic,48000.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Hyderabad,5988.0
Honda Civic,2010,1799,Third Party,Manual,73000.0,First Owner,Petrol,130,5.0,18.0,Sedan,Hyderabad,4680.0
Toyota Innova,2017,2393,Third Party,Manual,112000.0,First Owner,Diesel,140,7.0,16.094117647058823,MUV,Hyderabad,23987.999999999996
Hyundai Verna,2013,1582,Third Party,Manual,138000.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Hyderabad,6180.000000000001
Chevrolet Sail,2013,1199,Third Party,Manual,54000.0,First Owner,Petrol,80,5.0,24.266666666666666,Sedan,Hyderabad,3780.0
Hyundai Verna,2014,1582,Third Party,Automatic,96000.0,First Owner,Diesel,120,5.0,26.258823529411767,Sedan,Hyderabad,7500.0
Chevrolet Beat,2012,1199,Third Party,Manual,46000.0,First Owner,Petrol,70,5.0,24.8,Hatchback,Hyderabad,3540.0
Jeep Compass,2019,1956,Third Party,Manual,56545.0,First Owner,Diesel,170,5.0,20.117647058823533,SUV,Hyderabad,19200.0
Jeep Compass,2018,1368,Third Party,Automatic,56957.0,First Owner,Petrol,160,5.0,18.8,SUV,Hyderabad,18600.0
Honda City,2011,1497,Third Party,Manual,117824.0,First Owner,Petrol,110,5.0,22.400000000000002,Sedan,Hyderabad,4500.0
Maruti Swift,2021,1197,Third Party,Manual,33488.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Hyderabad,8340.0
Ford Ecosport,2014,1499,Third Party,Manual,53861.0,First Owner,Petrol,110,5.0,21.066666666666666,SUV,Hyderabad,5400.0
Maruti Swift,2020,1197,Third Party,Manual,65000.0,First Owner,Petrol,80,5.0,28.28,Sedan,Hyderabad,9000.0
Honda City,2021,1498,Third Party,Manual,20523.0,First Owner,Petrol,110,5.0,24.8,Sedan,Hyderabad,10739.999999999998
Volvo XC60,2013,1985,Third Party,Automatic,146769.0,First Owner,Diesel,160,5.0,17.294117647058822,SUV,Hyderabad,15000.0
Maruti Swift,2022,1197,Third Party,Manual,28150.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Hyderabad,8100.0
Volkswagen Taigun,2023,999,Third Party,Manual,13919.0,First Owner,Petrol,110,5.0,26.77333333333333,SUV,Hyderabad,18600.0
Hyundai i20,2018,1197,Third Party,Automatic,29084.0,First Owner,Petrol,80,5.0,23.2,Hatchback,Hyderabad,7920.0
Maruti S-Presso,2020,998,Third Party,Manual,59832.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Hyderabad,5219.999999999999
Renault Duster,2015,1461,Third Party,Manual,107588.0,First Owner,Diesel,80,5.0,24.07058823529412,SUV,Hyderabad,5760.0
Maruti Celerio,2020,998,Third Party,Manual,66911.0,First Owner,Petrol,60,5.0,28.84,Hatchback,Hyderabad,5700.0
Land Rover,2018,1999,Third Party,Automatic,47000.0,First Owner,Diesel,170,5.0,18.44705882352941,SUV,Hyderabad,54000.0
Hyundai Venue,2020,998,Third Party,Manual,49500.0,First Owner,Petrol,110,5.0,24.0,SUV,Hyderabad,12600.0
Honda WR-V,2021,1199,Third Party,Manual,30300.0,First Owner,Petrol,80,5.0,22.0,SUV,Hyderabad,11700.0
Honda City,2015,1497,First,Automatic,41200.0,First Owner,Petrol,110,5.0,24.0,Sedan,Hyderabad,8940.0
Maruti Ciaz,2020,1462,Third Party,Manual,60700.0,First Owner,Petrol,100,5.0,27.53333333333333,Sedan,Hyderabad,10739.999999999998
Maruti Baleno,2018,1197,First,Manual,39580.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Hyderabad,7440.0
Volvo S60,2012,2400,Third Party,Automatic,92000.0,First Owner,Diesel,210,5.0,15.529411764705882,Sedan,Hyderabad,13800.0
Maruti Swift,2019,1197,Third Party,Automatic,64000.0,First Owner,Petrol,80,5.0,28.28,Hatchback,Hyderabad,8700.0
Hyundai Grand,2015,1120,Third Party,Manual,63000.0,First Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Hyderabad,6540.0
Audi A6,2015,1968,Third Party,Automatic,78000.0,First Owner,Diesel,170,5.0,20.8,Sedan,Hyderabad,29988.0
Mercedes-Benz C-Class,2021,2996,Third Party,Automatic,6000.0,First Owner,Petrol,380,4.0,15.866666666666667,Coupe,Hyderabad,98400.0
